name,chr,start,end
1010,chr16,12228842,12229042
1011,chr13,89242745,89242945
1012,chr14,63396929,63397129
1013,chr9,121947900,121948100
1014,chr6,56793243,56793443
1015,chr9,136748527,136748727
1016,chr17,43363506,43363706
1017,chr12,67555153,67555353
1018,chr2,61640161,61640361
1019,chr6,34138245,34138445
1020,chr7,148399575,148399775
1021,chr7,97371152,97371352
1022,chr5,492085,492285
1023,chr13,51427063,51427263
1024,chr6,37821646,37821846
1025,chr4,182293853,182294053
1026,chr20,63217203,63217403
1027,chr12,22697399,22697599
1028,chr2,184031428,184031628
1029,chr9,132483592,132483792
1030,chr8,125417376,125417576
1031,chr17,27490047,27490247
1032,chr12,44771550,44771750
1033,chr2,138648560,138648760
1034,chr13,100153345,100153545
1035,chr19,7800314,7800514
1036,chr2,15643225,15643425
1037,chr6,87932163,87932363
1038,chr2,199983632,199983832
1039,chr2,205284031,205284231
1040,chr2,207410031,207410231
1041,chr3,46380705,46380905
1042,chr3,56121932,56122132
1043,chr4,13647478,13647678
1044,chr4,86449023,86449223
1045,chr4,133096595,133096795
1046,chr4,147626399,147626599
1047,chr6,84217963,84218163
1048,chr6,107103303,107103503
1049,chr8,39031724,39031924
1050,chr9,104934498,104934698
1051,chr10,34414466,34414666
1052,chr11,133134695,133134895
1053,chr12,45131550,45131750
1054,chr12,116281212,116281412
1055,chr17,57911840,57912040
1056,chr18,61802987,61803187
1057,chr19,37836320,37836520
1058,chr20,16368555,16368755
1059,chrX,154033355,154033555
1060,chr1,19005719,19005919
1061,chr1,56375140,56375340
1062,chr1,63944341,63944541
1063,chr1,247387675,247387875
1064,chr2,106270512,106270712
1065,chr2,239440369,239440569
1066,chr3,117149463,117149663
1067,chr4,148115399,148115599
1068,chr4,149184198,149184398
1069,chr5,167728017,167728217
1070,chr7,101161799,101161999
1071,chr7,146413775,146413975
1072,chr9,27671602,27671802
1073,chr11,44956473,44956673
1074,chr11,88428984,88429184
1075,chr14,56858729,56858929
1076,chr14,72934739,72934939
1077,chr18,55215371,55215571
1078,chr19,7211789,7211989
1079,chr20,4050353,4050553
1080,chr22,42417850,42418050
1081,chr1,81251927,81252127
1082,chr1,181592441,181592641
1083,chr2,15128225,15128425
1084,chr2,117551954,117552154
1085,chr4,38121984,38122184
1086,chr4,101327820,101328020
1087,chr4,122825595,122825795
1088,chr5,55691815,55692015
1089,chr8,10337680,10337880
1090,chr9,74487664,74487864
1091,chr12,52291749,52291949
1092,chr12,111033213,111033413
1093,chr13,54210864,54211064
1094,chr14,99143710,99143910
1095,chr15,49391311,49391511
1096,chr16,52501987,52502187
1097,chr18,37525639,37525839
1098,chr18,45605637,45605837
1099,chr19,5689789,5689989
1100,chr20,59412550,59412750
1101,chr1,52590540,52590740
1102,chr2,36296553,36296753
1103,chr3,133192266,133192466
1104,chr3,149003723,149003923
1105,chr4,5785172,5785372
1106,chr5,155924212,155924412
1107,chr5,175546991,175547191
1108,chr8,35038340,35038540
1109,chr8,55131886,55132086
1110,chr9,106758898,106759098
1111,chr9,136102133,136102333
1112,chr10,86866863,86867063
1113,chr12,40106731,40106931
1114,chr12,113512212,113512412
1115,chr13,108214851,108215051
1116,chr13,114304823,114305023
1117,chr14,101945310,101945510
1118,chr20,31924136,31924336
1119,chr20,40096145,40096345
1120,chr1,81665127,81665327
1121,chr1,109488655,109488855
1122,chr1,164086939,164087139
1124,chr2,79882566,79882766
1125,chr3,65390685,65390885
1126,chr4,139852996,139853196
1127,chr6,38476046,38476246
1128,chr6,41572684,41572884
1129,chr7,90149550,90149750
1130,chr10,1521405,1521605
1131,chr12,64059953,64060153
1132,chr12,80849690,80849890
1133,chr13,52906864,52907064
1134,chr13,112619685,112619885
1135,chr16,52261987,52262187
1136,chr18,39647638,39647838
1137,chr18,48983232,48983432
1138,chr22,18821087,18821287
1139,chrX,105634151,105634351
1140,chr12,104657892,104658092
1141,chr2,67329564,67329764
1142,chr15,67549208,67549408
1143,chr12,130948502,130948702
1144,chr3,194184317,194184517
1145,chr6,6169568,6169768
1147,chr12,8527537,8527737
1148,chr8,144465609,144465809
1149,chr1,112524655,112524855
1150,chr14,92336903,92337103
1151,chr12,119274612,119274812
1152,chr1,65396329,65396529
1153,chr8,17913211,17913411
1154,chr11,113884468,113884668
1155,chr17,77969923,77970123
1156,chr15,68293408,68293608
1157,chr3,75634359,75634559
1158,chr9,69822464,69822664
1159,chr1,4071080,4071280
1160,chr16,22616578,22616778
1161,chr4,25215280,25215480
1162,chr6,106453832,106454032
1163,chr22,48187524,48187724
1164,chr17,9221558,9221758
1165,chr2,8224619,8224819
1166,chrX,109184315,109184515
1167,chr7,114825109,114825309
1168,chr2,177147626,177147826
1169,chr2,121686554,121686754
1170,chr2,21289423,21289623
1171,chr13,59544865,59545065
1172,chr1,116949455,116949655
1173,chr3,20394504,20394704
1174,chr7,121488110,121488310
1175,chr17,14389758,14389958
1176,chr1,241637075,241637275
1177,chr2,170680644,170680844
1178,chr20,21938562,21938762
1179,chr7,41956077,41956277
1180,chr18,3048202,3048402
1181,chr11,8869277,8869477
1182,chr12,49882150,49882350
1183,chr5,50549809,50550009
1184,chr2,168534644,168534844
1185,chr11,76447508,76447708
1186,chr4,91270026,91270226
1187,chr4,179146052,179146252
1188,chr4,183801453,183801653
1189,chr6,20881190,20881390
1190,chr6,107705303,107705503
1191,chr10,97868453,97868653
1192,chr11,95293388,95293588
1193,chr16,4188998,4189198
1194,chr16,11665843,11666043
1195,chr16,49539388,49539588
1196,chr16,61939795,61939995
1197,chr17,7711157,7711357
1198,chr19,55140820,55141020
1199,chr22,17463963,17464163
1200,chr22,40244250,40244450
1201,chr1,10839756,10839956
1202,chr1,107524655,107524855
1203,chr5,68794217,68794417
1204,chr6,2908167,2908367
1205,chr6,70759776,70759976
1206,chr6,70998176,70998376
1207,chr6,151615572,151615772
1208,chr6,156872574,156872774
1209,chr7,30450259,30450459
1210,chr7,139972732,139972932
1211,chr8,143286655,143286855
1212,chr9,115192100,115192300
1213,chr10,86424063,86424263
1214,chr11,116460473,116460673
1215,chr11,133714295,133714495
1216,chr12,118115812,118116012
1217,chr13,93560746,93560946
1218,chr13,110527452,110527652
1219,chr18,55352171,55352371
1220,chr19,51053331,51053531
1221,chr22,34763609,34763809
1222,chr1,64861129,64861329
1223,chr1,91138455,91138655
1224,chr1,205438649,205438849
1225,chr2,1767621,1767821
1226,chr2,96946536,96946736
1227,chr2,188453828,188454028
1228,chr4,79554822,79555022
1229,chr4,119597597,119597797
1230,chr5,68190816,68191016
1231,chr5,175875791,175875991
1232,chr6,160241978,160242178
1233,chr7,43601476,43601676
1234,chr7,149302176,149302376
1235,chr9,10331400,10331600
1236,chr9,123364100,123364300
1237,chr11,44191274,44191474
1238,chr11,70174846,70175046
1239,chr15,60560109,60560309
1240,chr15,76108404,76108604
1241,chr17,17623761,17623961
1243,chr18,46772639,46772839
1244,chr19,28167853,28168053
1245,chr1,100435056,100435256
1246,chr1,112827255,112827455
1247,chr1,117010455,117010655
1248,chr1,208178632,208178832
1249,chr2,124326353,124326553
1250,chr3,71046359,71046559
1251,chr3,72695959,72696159
1252,chr4,61389087,61389287
1253,chr6,114328743,114328943
1254,chr6,143936970,143937170
1255,chr7,25907255,25907455
1257,chr10,71577237,71577437
1258,chr11,11662477,11662677
1259,chr11,45372673,45372873
1260,chr11,45654674,45654874
1261,chr13,73973062,73973262
1262,chr14,95256710,95256910
1263,chr1,34478612,34478812
1264,chr2,52021758,52021958
1265,chr2,117849954,117850154
1266,chr2,153404440,153404640
1267,chr2,212752831,212753031
1268,chr3,14091699,14091899
1269,chr4,78922222,78922422
1270,chr4,138870996,138871196
1271,chr6,138116170,138116370
1272,chr8,4039270,4039470
1273,chr8,53317887,53318087
1274,chr10,25766265,25766465
1275,chr10,48927149,48927349
1276,chr11,84390509,84390709
1277,chr11,127769495,127769695
1278,chr12,124797301,124797501
1279,chr14,64581329,64581529
1280,chr15,61144309,61144509
1281,chr16,84136694,84136894
1282,chr18,27778838,27779038
1283,chr22,28209812,28210012
1284,chr22,46119456,46119656
1285,chr12,128159102,128159302
1286,chr19,10087324,10087524
1287,chr3,47076706,47076906
1288,chr17,73515666,73515866
1289,chr12,32087399,32087599
1290,chr7,119753310,119753510
1291,chr2,58497361,58497561
1292,chr5,120942206,120942406
1293,chr17,81941433,81941633
1294,chr15,82707394,82707594
1295,chr3,39578505,39578705
1296,chr15,93281167,93281367
1297,chr14,95895710,95895910
1298,chr19,12138585,12138785
1299,chr21,19554415,19554615
1300,chr8,778600,778800
1301,chr14,103854110,103854310
1302,chr13,79282264,79282464
1303,chr2,230905041,230905241
1304,chr2,54384959,54385159
1305,chr13,55653264,55653464
1306,chr14,64967929,64968129
1307,chr2,1236277,1236477
1308,chr12,7251137,7251337
1309,chr21,17468011,17468211
1310,chr12,95986691,95986891
1311,chr11,62224352,62224552
1312,chr1,162399386,162399586
1313,chr18,58769588,58769788
1314,chr11,94432786,94432986
1315,chr12,43471330,43471530
1316,chr8,10548480,10548680
1317,chr7,129038310,129038510
1318,chr13,110317252,110317452
1319,chr5,175540391,175540591
1320,chr21,42747221,42747421
1321,chr8,27652164,27652364
1322,chr8,74867010,74867210
1323,chr9,70100264,70100464
1324,chr5,133601210,133601410
1325,chr4,145892398,145892598
1326,chr11,126588895,126589095
1327,chr7,189517,189717
1328,chr12,74542353,74542553
1329,chr3,172364516,172364716
1330,chr4,30917280,30917480
1331,chr14,67256930,67257130
1332,chr17,43878706,43878906
1333,chr7,106029518,106029718
1334,chr1,54995539,54995739
1335,chr1,179584042,179584242
1336,chr2,96409935,96410136
1337,chr2,120867355,120867555
1338,chr2,131544557,131544757
1339,chr2,199409432,199409632
1340,chr3,57152132,57152332
1341,chr5,114449804,114450004
1342,chr5,141687249,141687449
1343,chr6,799600,799800
1344,chr7,73564534,73564734
1345,chr8,25282367,25282567
1346,chr8,61912887,61913087
1347,chr8,79118810,79119010
1348,chr9,117768901,117769101
1349,chr10,69100838,69101038
1350,chr16,8764242,8764442
1351,chr20,51397456,51397656
1352,chr22,20243477,20243677
1353,chr22,49534947,49535147
1354,chr1,230518231,230518431
1355,chr2,232269646,232269846
1356,chr3,58037833,58038033
1357,chr5,55627615,55627815
1358,chr6,125432955,125433155
1359,chr6,155149574,155149774
1360,chr7,28389056,28389256
1361,chr7,91325549,91325749
1362,chr11,41458074,41458274
1363,chr11,77069706,77069906
1364,chr11,131918296,131918496
1365,chr12,120447814,120448014
1366,chr13,44421064,44421264
1367,chr14,77221704,77221904
1368,chr15,80389403,80389603
1369,chr16,55390987,55391187
1370,chr17,50586640,50586840
1371,chr17,57917440,57917640
1372,chr18,25181238,25181438
1373,chr20,24918164,24918364
1374,chr20,57471138,57471338
1375,chrX,133914107,133914307
1376,chr1,16116718,16116918
1377,chr2,43713957,43714157
1378,chr2,158514042,158514242
1379,chr2,231452245,231452445
1380,chr3,33425904,33426104
1381,chr3,51091929,51092129
1382,chr4,153270598,153270798
1383,chr5,143278842,143279042
1384,chr6,65260186,65260386
1385,chr7,154171982,154172182
1386,chr8,7087668,7087868
1387,chr9,135297733,135297933
1388,chr10,106053052,106053252
1389,chr11,120610881,120611081
1391,chr16,31635578,31635778
1392,chr17,36614049,36614249
1393,chr18,70221784,70221984
1394,chr19,36792258,36792458
1395,chr20,55267254,55267454
1397,chr1,208098632,208098832
1398,chr2,167387644,167387844
1399,chr2,236402218,236402418
1400,chr3,123333463,123333663
1401,chr4,54517676,54517876
1402,chr4,87934224,87934424
1403,chr5,127293809,127294009
1404,chr5,150673645,150673845
1405,chr6,160133178,160133378
1406,chr7,2465839,2466039
1407,chr7,23108856,23109056
1408,chr7,51357009,51357209
1409,chr8,89151455,89151655
1410,chr9,123376300,123376500
1411,chr9,136142133,136142333
1412,chr11,66539953,66540153
1413,chr13,113617084,113617284
1414,chr14,76409704,76409904
1415,chr15,86232165,86232365
1416,chr15,96590166,96590366
1417,chr15,98600248,98600448
1418,chr17,78675123,78675323
1419,chr18,57447970,57448170
1422,chr1,7885353,7885553
1423,chr2,204530832,204531032
1424,chr2,232605846,232606046
1425,chr2,236014817,236015017
1426,chr3,107665863,107666063
1427,chr4,4396772,4396972
1428,chr4,108916995,108917195
1429,chr5,57950816,57951016
1430,chr7,51877810,51878010
1431,chr7,107936719,107936919
1432,chr9,136057333,136057533
1433,chr10,48317151,48317351
1434,chr12,18966999,18967199
1435,chr14,72980739,72980939
1436,chr15,50823311,50823511
1437,chr15,101047272,101047472
1438,chr16,7218998,7219198
1439,chr17,75844724,75844924
1440,chr21,32806220,32806420
1441,chrX,138287175,138287375
1442,chr8,33486340,33486540
1443,chr9,130996992,130997192
1444,chr1,29283301,29283501
1445,chr4,119667997,119668197
1446,chr9,73214264,73214464
1447,chr7,54188413,54188613
1448,chr2,50222358,50222558
1449,chr10,43250746,43250946
1450,chr4,64848887,64849087
1451,chr13,111241852,111242052
1452,chr17,49876038,49876238
1453,chr1,41754342,41754542
1454,chr10,33862266,33862466
1455,chr9,96256097,96256297
1456,chr11,27740077,27740277
1457,chr11,73498507,73498707
1459,chr7,17921652,17921852
1460,chr20,24494164,24494364
1461,chr1,204834449,204834649
1462,chr4,188432452,188432652
1463,chr15,42080910,42081110
1464,chr15,85864765,85864965
1465,chr8,55909487,55909687
1466,chrX,104950863,104951063
1467,chr19,54172019,54172219
1468,chr6,83079762,83079962
1469,chr2,191078229,191078429
1470,chr4,100546020,100546220
1471,chr1,56633139,56633339
1472,chr12,39392931,39393131
1474,chr10,71074437,71074637
1475,chr13,113560484,113560684
1476,chr6,158049580,158049780
1477,chr3,8113913,8114113
1478,chr9,91346497,91346697
1479,chr1,109498255,109498455
1480,chr3,13162900,13163100
1481,chr1,14404317,14404517
1482,chr10,86855063,86855263
1483,chr13,62085666,62085866
3686,chrX,49039531,49039731
3687,chr12,6335173,6335373
3688,chr12,6335773,6335973
3689,chr12,6335973,6336173
3690,chr12,6336173,6336373
3691,chr12,6532173,6532373
3692,chr12,6536173,6536373
3693,chr12,6943176,6943376
3694,chr12,46387150,46387350
3695,chr12,53379149,53379349
3696,chr12,108691295,108691495
3697,chr12,108692095,108692295
3698,chr12,122399500,122399700
3699,chr12,122400300,122400500
3700,chr11,6606594,6606794
3701,chr11,9565677,9565877
3702,chr11,46554874,46555074
3703,chr11,47407273,47407473
3704,chr11,61971352,61971552
3705,chr11,62553352,62553552
3706,chr11,62553752,62553952
3707,chr11,62879752,62879952
3708,chr11,65419553,65419753
3709,chr11,118913081,118913281
3710,chr11,118913281,118913481
3711,chr10,72254836,72255036
3712,chr10,80459664,80459864
3713,chr10,102151253,102151453
3714,chr10,103908052,103908252
3715,chr17,7574958,7575158
3716,chr17,7579358,7579558
3717,chr17,40113421,40113621
3718,chr17,40113821,40114021
3719,chr17,44095906,44096106
3720,chr17,59845657,59845857
3721,chr16,2251998,2252198
3722,chr16,9048042,9048242
3723,chr16,9048242,9048442
3725,chr16,53098587,53098787
3726,chr16,67241796,67241996
3727,chr16,87388293,87388493
3728,chr16,87778693,87778893
3729,chr16,87853693,87853893
3730,chr15,58331909,58332109
3731,chr15,88638365,88638565
3732,chr15,90400364,90400564
3733,chr14,61103129,61103329
3734,chr14,61103329,61103529
3735,chr14,61103529,61103729
3736,chr14,73742144,73742344
3737,chr14,76955704,76955904
3738,chr19,4374403,4374603
3739,chr19,4375003,4375203
3740,chr19,4375203,4375403
3741,chr19,6738589,6738789
